150
150
80
170
220
140
100
190
210
320
70
180
70
140
160
50
70
100
140
110
190
0
80
190
340
10
40
30
0
180
180
330
190
0
0
50
50
170
20
10
10
150
0
320
30
150
40
190
240
240
10
100
190
160
190
110
130
150
190
130
10
50
340
190
180
140
250
190
0
110
130
80
30
220
20
90
130
100
190
190
130
190
90
240
180
0
190
230
250
160
280
130
170
30
100
